p,mode,n_eff,median_diff,r_rb,p_fdr,reject,pass_effect,unit_id,image
6.779136761533351e-46,exact,272,4.0,0.8723066149536738,2.319178365787725e-45,True,True,1049375307,im012_r
5.3700259045826394e-42,exact,886,4.0,0.5082773240766425,1.79000863486088e-41,True,True,1049375308,im012_r
2.955580458914855e-18,exact,762,4.0,0.3559199595463411,6.003522807170799e-18,True,True,1049374930,im012_r
3.7827186822922494e-106,exact,990,8.0,0.7406843408861572,4.097945239149937e-105,True,True,1049374931,im012_r
1.0,exact,986,-8.0,-0.8959906780026757,1.0,False,True,1049374929,im012_r
5.7823302260271204e-102,exact,1071,8.0,0.7045236004849701,5.78233022602712e-101,True,True,1049374924,im012_r
6.390705726109387e-18,exact,888,4.0,0.3270984707992582,1.2781411452218774e-17,True,True,1049375306,im012_r
7.371710702592362e-36,exact,894,4.0,0.4680314448902053,2.1535334636786676e-35,True,True,1049375301,im012_r
0.5077538321072712,exact,621,4.0,-0.0008905872180022886,0.6770051094763616,False,False,1049374926,im012_r
0.9999999997107027,exact,669,-4.0,-0.27430114003971173,1.0,False,True,1049374925,im012_r
6.622139774524262e-126,exact,676,16.0,0.9096212842946169,8.60878170688154e-125,True,True,1049374928,im012_r
1.8076942864435484e-13,exact,659,4.0,0.3231204304041937,3.35714653196659e-13,True,True,1049374927,im012_r
3.3292741918310206e-56,exact,1047,8.0,0.5417295508067397,1.4190349014361727e-55,True,True,1049374919,im012_r
1.783084388242963e-07,exact,141,4.0,0.4819698331834982,2.844183686767916e-07,True,True,1049375302,im012_r
0.9999999997486729,exact,972,-4.0,-0.22897026294308467,1.0,False,False,1049374920,im012_r
3.2236139600042196e-55,exact,237,16.0,0.9621671453391483,1.3303803644461858e-54,True,True,1049374923,im012_r
3.6562645367086807e-53,exact,1009,4.0,0.5365394616765938,1.4625058146834723e-52,True,True,1049374922,im012_r
4.438177749472259e-19,exact,857,4.0,0.3442757165044213,9.381513941973881e-19,True,True,1049374921,im012_r
1.0,exact,965,-4.0,-0.6359218614231005,1.0,False,True,1049374911,im012_r
3.0133003145826635e-28,exact,845,4.0,0.4260047281323877,7.254241498069375e-28,True,True,1049375303,im012_r
0.9999955178992714,exact,217,-4.0,-0.3435927789286771,1.0,False,True,1049374912,im012_r
0.9997916466394774,exact,631,-4.0,-0.16179361672250195,1.0,False,False,1049374913,im012_r
0.9999999999999999,exact,959,-4.0,-0.6846889120611749,1.0,False,True,1049374914,im012_r
0.9999999929072876,exact,942,-4.0,-0.2123074706238616,1.0,False,False,1049374915,im012_r
0.15358359675055375,exact,720,4.0,0.04395515487748498,0.21127902198488877,False,False,1049374916,im012_r
9.856290888463263e-42,exact,564,4.0,0.6229586393020774,3.2032945387505606e-41,True,True,1049375297,im012_r
3.4431886414386156e-23,exact,659,4.0,0.4332505632960868,7.717491782534827e-23,True,True,1049375299,im012_r
4.705925833045251e-200,exact,1110,8.0,0.9020896684263021,1.5294258957397065e-198,True,True,1049374910,im012_r
2.1416604103939375e-56,exact,821,4.0,0.6061594814939943,9.280528445040396e-56,True,True,1049374909,im012_r
1.0,exact,893,-4.0,-0.5587029117846737,1.0,False,True,1049374908,im012_r
1.0,exact,1143,-12.0,-0.9487944251723779,1.0,False,True,1049374907,im012_r
0.9999999999999998,exact,927,-4.0,-0.3779851579064836,1.0,False,True,1049374905,im012_r
0.9999999755227894,exact,930,-4.0,-0.20559694166291304,1.0,False,False,1049374906,im012_r
2.8452181161195076e-05,exact,311,4.0,0.2616868661884739,4.326062632696327e-05,True,True,1049374904,im012_r
5.743879341628926e-53,exact,904,4.0,0.5633574536742776,2.228968102721673e-52,True,True,1049374901,im012_r
0.0,exact,1238,32.0,0.9988538883695095,0.0,True,True,1049374902,im012_r
0.9999999999804742,exact,824,-4.0,-0.2637363930567814,1.0,False,True,1049374898,im012_r
0.9999999999999999,exact,700,-4.0,-0.47166904422253925,1.0,False,True,1049374900,im012_r
6.617872080144874e-146,exact,1078,8.0,0.8143354064180226,1.2290333863126194e-144,True,True,1049375295,im012_r
1.0,exact,864,-4.0,-0.36349550417469495,1.0,False,True,1049374899,im012_r
6.849714823763373e-130,exact,1187,16.0,0.7480931187755113,9.373293969360405e-129,True,True,1049374897,im012_r
0.8794319847020203,exact,1002,4.0,-0.04275596364598818,1.0,False,False,1049374895,im012_r
5.454788584883827e-08,exact,933,4.0,0.19990085171134078,8.808975354470777e-08,True,False,1049374896,im012_r
0.28720442961652254,exact,697,4.0,0.024575236482181104,0.3909589094256328,False,False,1049374893,im012_r
4.96834910156887e-142,exact,1055,8.0,0.8125466752836421,8.61180510938604e-141,True,True,1049374892,im012_r
2.0367580863741628e-29,exact,1030,4.0,0.3955966965807539,4.9958217212951165e-29,True,True,1049374890,im012_r
1.0,exact,879,-4.0,-0.34541576171269006,1.0,False,True,1049374888,im012_r
1.0,exact,926,-8.0,-0.7632927229899278,1.0,False,True,1049374891,im012_r
1.0,exact,925,-12.0,-0.8591232268986049,1.0,False,True,1049374887,im012_r
1.0,exact,610,-4.0,-0.6633522041265327,1.0,False,True,1049374889,im012_r
8.20198773689983e-80,exact,753,4.0,0.7350861804770309,5.077420979985608e-79,True,True,1049374886,im012_r
0.8893086189744276,exact,549,-4.0,-0.060248385494287134,1.0,False,False,1049374884,im012_r
0.00027889088470197813,exact,666,4.0,0.1540626083354719,0.0004167335058765191,True,False,1049374883,im012_r
1.4491696677841475e-83,exact,681,4.0,0.7804634378458452,9.419602840596958e-83,True,True,1049374882,im012_r
0.4096027328238043,exact,55,4.0,0.03636363636363636,0.5546703673655683,False,False,1049374881,im012_r
4.440208789005047e-81,exact,720,4.0,0.7537332408691632,2.8157421588812493e-80,True,True,1049374880,im012_r
0.9386967931177788,exact,184,-4.0,-0.13125734430082256,1.0,False,False,1049374877,im012_r
1.0,exact,804,-4.0,-0.5488612836438923,1.0,False,True,1049374879,im012_r
1.2118609803092287e-18,exact,889,4.0,0.3339922397340782,2.480975235278736e-18,True,True,1049374876,im012_r
0.9999999999779795,exact,794,-4.0,-0.2678801704608463,1.0,False,True,1049374872,im012_r
0.04553998605679793,exact,339,4.0,0.10593440916189485,0.06434998029764925,False,False,1049374871,im012_r
0.9939468259812864,exact,185,-4.0,-0.21208950886370243,1.0,False,False,1049374870,im012_r
0.9999999999999999,exact,1013,-8.0,-0.8536617658798538,1.0,False,True,1049374869,im012_r
4.359871439708853e-59,exact,799,4.0,0.6269649561952441,1.9887132882882488e-58,True,True,1049374873,im012_r
1.1101439759263882e-101,exact,982,8.0,0.729789310332682,1.069027532373559e-100,True,True,1049374874,im012_r
0.4558493218098814,exact,691,4.0,0.004881088813230385,0.6109320807761297,False,False,1049374875,im012_r
2.98044919908793e-88,exact,1026,8.0,0.6735642525116209,2.421614974258943e-87,True,True,1049374867,im012_r
3.0236657940409e-14,exact,1117,4.0,0.2574411077461191,5.738343842705358e-14,True,True,1049374868,im012_r
8.830182682529102e-42,exact,994,4.0,0.48037369948333214,2.906136072731097e-41,True,True,1049374865,im012_r
0.9999993029419074,exact,623,-4.0,-0.22205930773346505,1.0,False,False,1049374864,im012_r
4.121690900722209e-56,exact,1031,4.0,0.5451601139858194,1.7284510228835066e-55,True,True,1049374863,im012_r
1.0,exact,920,-4.0,-0.5468252844261908,1.0,False,True,1049374866,im012_r
0.9999999904660001,exact,222,-4.0,-0.42649375833232334,1.0,False,True,1049374859,im012_r
5.229547663399527e-62,exact,1020,4.0,0.5744733152810586,2.47214980451614e-61,True,True,1049374860,im012_r
0.9999999999999984,exact,878,-4.0,-0.30384496774912473,1.0,False,True,1049374858,im012_r
5.212131834556079e-12,exact,823,4.0,0.2714730620863759,9.281878609483428e-12,True,True,1049374862,im012_r
0.9929525781667948,exact,678,-4.0,-0.10874051290071726,1.0,False,False,1049374857,im012_r
2.8080754104396614e-48,exact,868,4.0,0.5490685304895186,9.866210901544757e-48,True,True,1049374856,im012_r
1.0,exact,1056,-8.0,-0.7487296092428543,1.0,False,True,1049374854,im012_r
4.799664035688145e-163,exact,1056,8.0,0.855360009747427,1.0399272077324314e-161,True,True,1049374855,im012_r
1.0,exact,912,-4.0,-0.4483123883092177,1.0,False,True,1049374853,im012_r
0.9999999999999994,exact,871,-4.0,-0.3102228799544971,1.0,False,True,1049374852,im012_r
0.9999999991125575,exact,837,-4.0,-0.23864922740894717,1.0,False,False,1049374848,im012_r
0.9999999999999998,exact,848,-4.0,-0.3317693401782341,1.0,False,True,1049374850,im012_r
3.562506800647175e-87,exact,933,4.0,0.6978341148146363,2.6464336233379017e-86,True,True,1049374851,im012_r
2.0724365796604703e-175,exact,1035,8.0,0.883677466286162,5.388335107117222e-174,True,True,1049374849,im012_r
1.9806291473365964e-91,exact,857,8.0,0.7381335117624499,1.7165452610250501e-90,True,True,1049375427,im036_r
1.7855526225385524e-09,exact,570,4.0,0.28296924447721755,4.259116347339666e-09,True,True,1049375426,im036_r
1.0097421381381343e-34,exact,828,4.0,0.4775295303695157,4.167189776443094e-34,True,True,1049375422,im036_r
0.005926447569042986,exact,283,4.0,0.17232369481909124,0.009691046339315574,True,False,1049375421,im036_r
0.005514143699087981,exact,47,4.0,0.4219858156028369,0.00913170294116481,True,True,1049375416,im036_r
